Clase de disolución;Comunidades y Ciudades Autónomas;Periodo;Total
Voluntaria;11 Extremadura;2019M05;16
Voluntaria;11 Extremadura;2019M04;17
Voluntaria;11 Extremadura;2019M03;19
Voluntaria;11 Extremadura;2019M02;48
Voluntaria;11 Extremadura;2019M01;34
Voluntaria;11 Extremadura;2018M12;42
Voluntaria;11 Extremadura;2018M11;24
Voluntaria;11 Extremadura;2018M10;27
Voluntaria;11 Extremadura;2018M09;14
Voluntaria;11 Extremadura;2018M08;15
Voluntaria;11 Extremadura;2018M07;22
Voluntaria;11 Extremadura;2018M06;11
Voluntaria;11 Extremadura;2018M05;15
Voluntaria;11 Extremadura;2018M04;15
Voluntaria;11 Extremadura;2018M03;19
Voluntaria;11 Extremadura;2018M02;16
Voluntaria;11 Extremadura;2018M01;44
Voluntaria;11 Extremadura;2017M12;43
Voluntaria;11 Extremadura;2017M11;29
Voluntaria;11 Extremadura;2017M10;30
Voluntaria;11 Extremadura;2017M09;16
Voluntaria;11 Extremadura;2017M08;18
Voluntaria;11 Extremadura;2017M07;20
Voluntaria;11 Extremadura;2017M06;20
Voluntaria;11 Extremadura;2017M05;14
Voluntaria;11 Extremadura;2017M04;17
Voluntaria;11 Extremadura;2017M03;25
Voluntaria;11 Extremadura;2017M02;27
Voluntaria;11 Extremadura;2017M01;46
Voluntaria;11 Extremadura;2016M12;25
Voluntaria;11 Extremadura;2016M11;21
Voluntaria;11 Extremadura;2016M10;14
Voluntaria;11 Extremadura;2016M09;12
Voluntaria;11 Extremadura;2016M08;9
Voluntaria;11 Extremadura;2016M07;15
Voluntaria;11 Extremadura;2016M06;16
Voluntaria;11 Extremadura;2016M05;18
Voluntaria;11 Extremadura;2016M04;21
Voluntaria;11 Extremadura;2016M03;23
Voluntaria;11 Extremadura;2016M02;29
Voluntaria;11 Extremadura;2016M01;45
Voluntaria;11 Extremadura;2015M12;19
Voluntaria;11 Extremadura;2015M11;11
Voluntaria;11 Extremadura;2015M10;21
Voluntaria;11 Extremadura;2015M09;9
Voluntaria;11 Extremadura;2015M08;7
Voluntaria;11 Extremadura;2015M07;21
Voluntaria;11 Extremadura;2015M06;16
Voluntaria;11 Extremadura;2015M05;13
Voluntaria;11 Extremadura;2015M04;21
Voluntaria;11 Extremadura;2015M03;13
Voluntaria;11 Extremadura;2015M02;29
Voluntaria;11 Extremadura;2015M01;32
Voluntaria;11 Extremadura;2014M12;30
Voluntaria;11 Extremadura;2014M11;17
Voluntaria;11 Extremadura;2014M10;7
Voluntaria;11 Extremadura;2014M09;14
Voluntaria;11 Extremadura;2014M08;12
Voluntaria;11 Extremadura;2014M07;20
Voluntaria;11 Extremadura;2014M06;17
Voluntaria;11 Extremadura;2014M05;23
Voluntaria;11 Extremadura;2014M04;15
Voluntaria;11 Extremadura;2014M03;14
Voluntaria;11 Extremadura;2014M02;24
Voluntaria;11 Extremadura;2014M01;44
Voluntaria;11 Extremadura;2013M12;21
Voluntaria;11 Extremadura;2013M11;23
Voluntaria;11 Extremadura;2013M10;20
Voluntaria;11 Extremadura;2013M09;10
Voluntaria;11 Extremadura;2013M08;10
Voluntaria;11 Extremadura;2013M07;18
Voluntaria;11 Extremadura;2013M06;22
Voluntaria;11 Extremadura;2013M05;23
Voluntaria;11 Extremadura;2013M04;35
Voluntaria;11 Extremadura;2013M03;21
Voluntaria;11 Extremadura;2013M02;23
Voluntaria;11 Extremadura;2013M01;54
Voluntaria;11 Extremadura;2012M12;42
Voluntaria;11 Extremadura;2012M11;28
Voluntaria;11 Extremadura;2012M10;31
Voluntaria;11 Extremadura;2012M09;16
Voluntaria;11 Extremadura;2012M08;22
Voluntaria;11 Extremadura;2012M07;15
Voluntaria;11 Extremadura;2012M06;25
Voluntaria;11 Extremadura;2012M05;34
Voluntaria;11 Extremadura;2012M04;23
Voluntaria;11 Extremadura;2012M03;31
Voluntaria;11 Extremadura;2012M02;36
Voluntaria;11 Extremadura;2012M01;55
Voluntaria;11 Extremadura;2011M12;22
Voluntaria;11 Extremadura;2011M11;36
Voluntaria;11 Extremadura;2011M10;19
Voluntaria;11 Extremadura;2011M09;21
Voluntaria;11 Extremadura;2011M08;26
Voluntaria;11 Extremadura;2011M07;17
Voluntaria;11 Extremadura;2011M06;20
Voluntaria;11 Extremadura;2011M05;17
Voluntaria;11 Extremadura;2011M04;12
Voluntaria;11 Extremadura;2011M03;20
Voluntaria;11 Extremadura;2011M02;25
Voluntaria;11 Extremadura;2011M01;37
Voluntaria;11 Extremadura;2010M12;39
Voluntaria;11 Extremadura;2010M11;22
Voluntaria;11 Extremadura;2010M10;19
Voluntaria;11 Extremadura;2010M09;22
Voluntaria;11 Extremadura;2010M08;12
Voluntaria;11 Extremadura;2010M07;14
Voluntaria;11 Extremadura;2010M06;14
Voluntaria;11 Extremadura;2010M05;17
Voluntaria;11 Extremadura;2010M04;22
Voluntaria;11 Extremadura;2010M03;22
Voluntaria;11 Extremadura;2010M02;49
Voluntaria;11 Extremadura;2010M01;46
Voluntaria;11 Extremadura;2009M12;48
Voluntaria;11 Extremadura;2009M11;23
Voluntaria;11 Extremadura;2009M10;18
Voluntaria;11 Extremadura;2009M09;19
Voluntaria;11 Extremadura;2009M08;16
Voluntaria;11 Extremadura;2009M07;23
Voluntaria;11 Extremadura;2009M06;12
Voluntaria;11 Extremadura;2009M05;22
Voluntaria;11 Extremadura;2009M04;15
Voluntaria;11 Extremadura;2009M03;23
Voluntaria;11 Extremadura;2009M02;34
Voluntaria;11 Extremadura;2009M01;51
Voluntaria;11 Extremadura;2008M12;32
Voluntaria;11 Extremadura;2008M11;29
Voluntaria;11 Extremadura;2008M10;17
Voluntaria;11 Extremadura;2008M09;18
Voluntaria;11 Extremadura;2008M08;11
Voluntaria;11 Extremadura;2008M07;24
Voluntaria;11 Extremadura;2008M06;22
Voluntaria;11 Extremadura;2008M05;19
Voluntaria;11 Extremadura;2008M04;22
Voluntaria;11 Extremadura;2008M03;20
Voluntaria;11 Extremadura;2008M02;19
Voluntaria;11 Extremadura;2008M01;36
Voluntaria;11 Extremadura;2007M12;""
Voluntaria;11 Extremadura;2007M11;""
Voluntaria;11 Extremadura;2007M10;""
Voluntaria;11 Extremadura;2007M09;""
Voluntaria;11 Extremadura;2007M08;""
Voluntaria;11 Extremadura;2007M07;""
Voluntaria;11 Extremadura;2007M06;""
Voluntaria;11 Extremadura;2007M05;""
Voluntaria;11 Extremadura;2007M04;""
Voluntaria;11 Extremadura;2007M03;""
Voluntaria;11 Extremadura;2007M02;""
Voluntaria;11 Extremadura;2007M01;""
Voluntaria;11 Extremadura;2006M12;""
Voluntaria;11 Extremadura;2006M11;""
Voluntaria;11 Extremadura;2006M10;""
Voluntaria;11 Extremadura;2006M09;""
Voluntaria;11 Extremadura;2006M08;""
Voluntaria;11 Extremadura;2006M07;""
Voluntaria;11 Extremadura;2006M06;""
Voluntaria;11 Extremadura;2006M05;""
Voluntaria;11 Extremadura;2006M04;""
Voluntaria;11 Extremadura;2006M03;""
Voluntaria;11 Extremadura;2006M02;""
Voluntaria;11 Extremadura;2006M01;""
Voluntaria;11 Extremadura;2005M12;""
Voluntaria;11 Extremadura;2005M11;""
Voluntaria;11 Extremadura;2005M10;""
Voluntaria;11 Extremadura;2005M09;""
Voluntaria;11 Extremadura;2005M08;""
Voluntaria;11 Extremadura;2005M07;""
Voluntaria;11 Extremadura;2005M06;""
Voluntaria;11 Extremadura;2005M05;""
Voluntaria;11 Extremadura;2005M04;""
Voluntaria;11 Extremadura;2005M03;""
Voluntaria;11 Extremadura;2005M02;""
Voluntaria;11 Extremadura;2005M01;""
Voluntaria;11 Extremadura;2004M12;""
Voluntaria;11 Extremadura;2004M11;""
Voluntaria;11 Extremadura;2004M10;""
Voluntaria;11 Extremadura;2004M09;""
Voluntaria;11 Extremadura;2004M08;""
Voluntaria;11 Extremadura;2004M07;""
Voluntaria;11 Extremadura;2004M06;""
Voluntaria;11 Extremadura;2004M05;""
Voluntaria;11 Extremadura;2004M04;""
Voluntaria;11 Extremadura;2004M03;""
Voluntaria;11 Extremadura;2004M02;""
Voluntaria;11 Extremadura;2004M01;""
Voluntaria;11 Extremadura;2003M12;""
Voluntaria;11 Extremadura;2003M11;""
Voluntaria;11 Extremadura;2003M10;""
Voluntaria;11 Extremadura;2003M09;""
Voluntaria;11 Extremadura;2003M08;""
Voluntaria;11 Extremadura;2003M07;""
Voluntaria;11 Extremadura;2003M06;""
Voluntaria;11 Extremadura;2003M05;""
Voluntaria;11 Extremadura;2003M04;""
Voluntaria;11 Extremadura;2003M03;""
Voluntaria;11 Extremadura;2003M02;""
Voluntaria;11 Extremadura;2003M01;""
Voluntaria;11 Extremadura;2002M12;""
Voluntaria;11 Extremadura;2002M11;""
Voluntaria;11 Extremadura;2002M10;""
Voluntaria;11 Extremadura;2002M09;""
Voluntaria;11 Extremadura;2002M08;""
Voluntaria;11 Extremadura;2002M07;""
Voluntaria;11 Extremadura;2002M06;""
Voluntaria;11 Extremadura;2002M05;""
Voluntaria;11 Extremadura;2002M04;""
Voluntaria;11 Extremadura;2002M03;""
Voluntaria;11 Extremadura;2002M02;""
Voluntaria;11 Extremadura;2002M01;""
Voluntaria;11 Extremadura;2001M12;""
Voluntaria;11 Extremadura;2001M11;""
Voluntaria;11 Extremadura;2001M10;""
Voluntaria;11 Extremadura;2001M09;""
Voluntaria;11 Extremadura;2001M08;""
Voluntaria;11 Extremadura;2001M07;""
Voluntaria;11 Extremadura;2001M06;""
Voluntaria;11 Extremadura;2001M05;""
Voluntaria;11 Extremadura;2001M04;""
Voluntaria;11 Extremadura;2001M03;""
Voluntaria;11 Extremadura;2001M02;""
Voluntaria;11 Extremadura;2001M01;""
Voluntaria;11 Extremadura;2000M12;""
Voluntaria;11 Extremadura;2000M11;""
Voluntaria;11 Extremadura;2000M10;""
Voluntaria;11 Extremadura;2000M09;""
Voluntaria;11 Extremadura;2000M08;""
Voluntaria;11 Extremadura;2000M07;""
Voluntaria;11 Extremadura;2000M06;""
Voluntaria;11 Extremadura;2000M05;""
Voluntaria;11 Extremadura;2000M04;""
Voluntaria;11 Extremadura;2000M03;""
Voluntaria;11 Extremadura;2000M02;""
Voluntaria;11 Extremadura;2000M01;""
Voluntaria;11 Extremadura;1999M12;""
Voluntaria;11 Extremadura;1999M11;""
Voluntaria;11 Extremadura;1999M10;""
Voluntaria;11 Extremadura;1999M09;""
Voluntaria;11 Extremadura;1999M08;""
Voluntaria;11 Extremadura;1999M07;""
Voluntaria;11 Extremadura;1999M06;""
Voluntaria;11 Extremadura;1999M05;""
Voluntaria;11 Extremadura;1999M04;""
Voluntaria;11 Extremadura;1999M03;""
Voluntaria;11 Extremadura;1999M02;""
Voluntaria;11 Extremadura;1999M01;""
Voluntaria;11 Extremadura;1998M12;""
Voluntaria;11 Extremadura;1998M11;""
Voluntaria;11 Extremadura;1998M10;""
Voluntaria;11 Extremadura;1998M09;""
Voluntaria;11 Extremadura;1998M08;""
Voluntaria;11 Extremadura;1998M07;""
Voluntaria;11 Extremadura;1998M06;""
Voluntaria;11 Extremadura;1998M05;""
Voluntaria;11 Extremadura;1998M04;""
Voluntaria;11 Extremadura;1998M03;""
Voluntaria;11 Extremadura;1998M02;""
Voluntaria;11 Extremadura;1998M01;""
Voluntaria;11 Extremadura;1997M12;""
Voluntaria;11 Extremadura;1997M11;""
Voluntaria;11 Extremadura;1997M10;""
Voluntaria;11 Extremadura;1997M09;""
Voluntaria;11 Extremadura;1997M08;""
Voluntaria;11 Extremadura;1997M07;""
Voluntaria;11 Extremadura;1997M06;""
Voluntaria;11 Extremadura;1997M05;""
Voluntaria;11 Extremadura;1997M04;""
Voluntaria;11 Extremadura;1997M03;""
Voluntaria;11 Extremadura;1997M02;""
Voluntaria;11 Extremadura;1997M01;""
Voluntaria;11 Extremadura;1996M12;""
Voluntaria;11 Extremadura;1996M11;""
Voluntaria;11 Extremadura;1996M10;""
Voluntaria;11 Extremadura;1996M09;""
Voluntaria;11 Extremadura;1996M08;""
Voluntaria;11 Extremadura;1996M07;""
Voluntaria;11 Extremadura;1996M06;""
Voluntaria;11 Extremadura;1996M05;""
Voluntaria;11 Extremadura;1996M04;""
Voluntaria;11 Extremadura;1996M03;""
Voluntaria;11 Extremadura;1996M02;""
Voluntaria;11 Extremadura;1996M01;""
Voluntaria;11 Extremadura;1995M12;""
Voluntaria;11 Extremadura;1995M11;""
Voluntaria;11 Extremadura;1995M10;""
Voluntaria;11 Extremadura;1995M09;""
Voluntaria;11 Extremadura;1995M08;""
Voluntaria;11 Extremadura;1995M07;""
Voluntaria;11 Extremadura;1995M06;""
Voluntaria;11 Extremadura;1995M05;""
Voluntaria;11 Extremadura;1995M04;""
Voluntaria;11 Extremadura;1995M03;""
Voluntaria;11 Extremadura;1995M02;""
Voluntaria;11 Extremadura;1995M01;""
Voluntaria;12 Galicia;2025M05;75
Voluntaria;12 Galicia;2025M04;71
Voluntaria;12 Galicia;2025M03;93
Voluntaria;12 Galicia;2025M02;160
Voluntaria;12 Galicia;2025M01;222
Voluntaria;12 Galicia;2024M12;192
Voluntaria;12 Galicia;2024M11;119
Voluntaria;12 Galicia;2024M10;102
Voluntaria;12 Galicia;2024M09;64
Voluntaria;12 Galicia;2024M08;54
Voluntaria;12 Galicia;2024M07;54
Voluntaria;12 Galicia;2024M06;70
Voluntaria;12 Galicia;2024M05;74
Voluntaria;12 Galicia;2024M04;82
Voluntaria;12 Galicia;2024M03;89
Voluntaria;12 Galicia;2024M02;139
Voluntaria;12 Galicia;2024M01;239
Voluntaria;12 Galicia;2023M12;165
Voluntaria;12 Galicia;2023M11;99
Voluntaria;12 Galicia;2023M10;69
Voluntaria;12 Galicia;2023M09;78
Voluntaria;12 Galicia;2023M08;43
Voluntaria;12 Galicia;2023M07;62
Voluntaria;12 Galicia;2023M06;64
Voluntaria;12 Galicia;2023M05;82
Voluntaria;12 Galicia;2023M04;60
Voluntaria;12 Galicia;2023M03;108
Voluntaria;12 Galicia;2023M02;128
Voluntaria;12 Galicia;2023M01;173
Voluntaria;12 Galicia;2022M12;235
Voluntaria;12 Galicia;2022M11;121
Voluntaria;12 Galicia;2022M10;83
Voluntaria;12 Galicia;2022M09;82
Voluntaria;12 Galicia;2022M08;70
Voluntaria;12 Galicia;2022M07;53
Voluntaria;12 Galicia;2022M06;60
Voluntaria;12 Galicia;2022M05;75
Voluntaria;12 Galicia;2022M04;64
Voluntaria;12 Galicia;2022M03;103
Voluntaria;12 Galicia;2022M02;120
Voluntaria;12 Galicia;2022M01;198
Voluntaria;12 Galicia;2021M12;242
Voluntaria;12 Galicia;2021M11;116
Voluntaria;12 Galicia;2021M10;74
Voluntaria;12 Galicia;2021M09;83
Voluntaria;12 Galicia;2021M08;58
Voluntaria;12 Galicia;2021M07;82
Voluntaria;12 Galicia;2021M06;64
Voluntaria;12 Galicia;2021M05;82
Voluntaria;12 Galicia;2021M04;87
Voluntaria;12 Galicia;2021M03;111
Voluntaria;12 Galicia;2021M02;158
Voluntaria;12 Galicia;2021M01;156
Voluntaria;12 Galicia;2020M12;252
Voluntaria;12 Galicia;2020M11;112
Voluntaria;12 Galicia;2020M10;72
Voluntaria;12 Galicia;2020M09;77
Voluntaria;12 Galicia;2020M08;50
Voluntaria;12 Galicia;2020M07;43
Voluntaria;12 Galicia;2020M06;41
Voluntaria;12 Galicia;2020M05;21
Voluntaria;12 Galicia;2020M04;17
Voluntaria;12 Galicia;2020M03;67
Voluntaria;12 Galicia;2020M02;124
Voluntaria;12 Galicia;2020M01;201
Voluntaria;12 Galicia;2019M12;184
Voluntaria;12 Galicia;2019M11;104
Voluntaria;12 Galicia;2019M10;85
Voluntaria;12 Galicia;2019M09;54
Voluntaria;12 Galicia;2019M08;46
Voluntaria;12 Galicia;2019M07;58
Voluntaria;12 Galicia;2019M06;47
Voluntaria;12 Galicia;2019M05;73
Voluntaria;12 Galicia;2019M04;84
Voluntaria;12 Galicia;2019M03;82
Voluntaria;12 Galicia;2019M02;147
Voluntaria;12 Galicia;2019M01;207
Voluntaria;12 Galicia;2018M12;167
Voluntaria;12 Galicia;2018M11;115
Voluntaria;12 Galicia;2018M10;92
Voluntaria;12 Galicia;2018M09;47
Voluntaria;12 Galicia;2018M08;50
Voluntaria;12 Galicia;2018M07;50
Voluntaria;12 Galicia;2018M06;70
Voluntaria;12 Galicia;2018M05;55
Voluntaria;12 Galicia;2018M04;78
Voluntaria;12 Galicia;2018M03;98
Voluntaria;12 Galicia;2018M02;111
Voluntaria;12 Galicia;2018M01;247
Voluntaria;12 Galicia;2017M12;176
Voluntaria;12 Galicia;2017M11;90
Voluntaria;12 Galicia;2017M10;79
Voluntaria;12 Galicia;2017M09;58
Voluntaria;12 Galicia;2017M08;63
Voluntaria;12 Galicia;2017M07;50
Voluntaria;12 Galicia;2017M06;68
Voluntaria;12 Galicia;2017M05;59
Voluntaria;12 Galicia;2017M04;70
Voluntaria;12 Galicia;2017M03;97
Voluntaria;12 Galicia;2017M02;141
Voluntaria;12 Galicia;2017M01;212
Voluntaria;12 Galicia;2016M12;190
Voluntaria;12 Galicia;2016M11;135
Voluntaria;12 Galicia;2016M10;93
Voluntaria;12 Galicia;2016M09;75
Voluntaria;12 Galicia;2016M08;54
Voluntaria;12 Galicia;2016M07;63
Voluntaria;12 Galicia;2016M06;49
Voluntaria;12 Galicia;2016M05;70
Voluntaria;12 Galicia;2016M04;74
Voluntaria;12 Galicia;2016M03;103
Voluntaria;12 Galicia;2016M02;133
Voluntaria;12 Galicia;2016M01;167
Voluntaria;12 Galicia;2015M12;188
Voluntaria;12 Galicia;2015M11;94
Voluntaria;12 Galicia;2015M10;90
Voluntaria;12 Galicia;2015M09;62
Voluntaria;12 Galicia;2015M08;50
Voluntaria;12 Galicia;2015M07;57
Voluntaria;12 Galicia;2015M06;76
Voluntaria;12 Galicia;2015M05;64
Voluntaria;12 Galicia;2015M04;90
Voluntaria;12 Galicia;2015M03;84
Voluntaria;12 Galicia;2015M02;142
Voluntaria;12 Galicia;2015M01;169
Voluntaria;12 Galicia;2014M12;166
Voluntaria;12 Galicia;2014M11;85
Voluntaria;12 Galicia;2014M10;99
Voluntaria;12 Galicia;2014M09;82
Voluntaria;12 Galicia;2014M08;54
Voluntaria;12 Galicia;2014M07;59
Voluntaria;12 Galicia;2014M06;73
Voluntaria;12 Galicia;2014M05;73
Voluntaria;12 Galicia;2014M04;68
Voluntaria;12 Galicia;2014M03;77
Voluntaria;12 Galicia;2014M02;104
Voluntaria;12 Galicia;2014M01;192
Voluntaria;12 Galicia;2013M12;167
Voluntaria;12 Galicia;2013M11;127
Voluntaria;12 Galicia;2013M10;100
Voluntaria;12 Galicia;2013M09;64
Voluntaria;12 Galicia;2013M08;69
Voluntaria;12 Galicia;2013M07;72
Voluntaria;12 Galicia;2013M06;95
Voluntaria;12 Galicia;2013M05;111
Voluntaria;12 Galicia;2013M04;110
Voluntaria;12 Galicia;2013M03;118
Voluntaria;12 Galicia;2013M02;199
Voluntaria;12 Galicia;2013M01;274
Voluntaria;12 Galicia;2012M12;159
Voluntaria;12 Galicia;2012M11;103
Voluntaria;12 Galicia;2012M10;100
Voluntaria;12 Galicia;2012M09;66
Voluntaria;12 Galicia;2012M08;57
Voluntaria;12 Galicia;2012M07;77
Voluntaria;12 Galicia;2012M06;78
Voluntaria;12 Galicia;2012M05;86
Voluntaria;12 Galicia;2012M04;83
Voluntaria;12 Galicia;2012M03;101
Voluntaria;12 Galicia;2012M02;143
Voluntaria;12 Galicia;2012M01;225
Voluntaria;12 Galicia;2011M12;198
Voluntaria;12 Galicia;2011M11;99
Voluntaria;12 Galicia;2011M10;63
Voluntaria;12 Galicia;2011M09;69
Voluntaria;12 Galicia;2011M08;67
Voluntaria;12 Galicia;2011M07;51
Voluntaria;12 Galicia;2011M06;68
Voluntaria;12 Galicia;2011M05;78
Voluntaria;12 Galicia;2011M04;64
Voluntaria;12 Galicia;2011M03;91
Voluntaria;12 Galicia;2011M02;133
Voluntaria;12 Galicia;2011M01;188
Voluntaria;12 Galicia;2010M12;152
Voluntaria;12 Galicia;2010M11;76
Voluntaria;12 Galicia;2010M10;70
Voluntaria;12 Galicia;2010M09;92
Voluntaria;12 Galicia;2010M08;55
Voluntaria;12 Galicia;2010M07;59
Voluntaria;12 Galicia;2010M06;66
Voluntaria;12 Galicia;2010M05;59
Voluntaria;12 Galicia;2010M04;62
Voluntaria;12 Galicia;2010M03;99
Voluntaria;12 Galicia;2010M02;119
Voluntaria;12 Galicia;2010M01;165
Voluntaria;12 Galicia;2009M12;129
Voluntaria;12 Galicia;2009M11;87
Voluntaria;12 Galicia;2009M10;65
Voluntaria;12 Galicia;2009M09;61
Voluntaria;12 Galicia;2009M08;53
Voluntaria;12 Galicia;2009M07;39
Voluntaria;12 Galicia;2009M06;36
Voluntaria;12 Galicia;2009M05;43
Voluntaria;12 Galicia;2009M04;58
Voluntaria;12 Galicia;2009M03;73
Voluntaria;12 Galicia;2009M02;110
Voluntaria;12 Galicia;2009M01;177
Voluntaria;12 Galicia;2008M12;113
Voluntaria;12 Galicia;2008M11;70
Voluntaria;12 Galicia;2008M10;59
Voluntaria;12 Galicia;2008M09;53
Voluntaria;12 Galicia;2008M08;38
Voluntaria;12 Galicia;2008M07;52
Voluntaria;12 Galicia;2008M06;42
Voluntaria;12 Galicia;2008M05;54
Voluntaria;12 Galicia;2008M04;57
Voluntaria;12 Galicia;2008M03;44
Voluntaria;12 Galicia;2008M02;117
Voluntaria;12 Galicia;2008M01;151
Voluntaria;12 Galicia;2007M12;""
Voluntaria;12 Galicia;2007M11;""
Voluntaria;12 Galicia;2007M10;""
Voluntaria;12 Galicia;2007M09;""
Voluntaria;12 Galicia;2007M08;""
Voluntaria;12 Galicia;2007M07;""
Voluntaria;12 Galicia;2007M06;""
Voluntaria;12 Galicia;2007M05;""
Voluntaria;12 Galicia;2007M04;""
Voluntaria;12 Galicia;2007M03;""
Voluntaria;12 Galicia;2007M02;""
Voluntaria;12 Galicia;2007M01;""
Voluntaria;12 Galicia;2006M12;""
Voluntaria;12 Galicia;2006M11;""
Voluntaria;12 Galicia;2006M10;""
Voluntaria;12 Galicia;2006M09;""
Voluntaria;12 Galicia;2006M08;""
Voluntaria;12 Galicia;2006M07;""
Voluntaria;12 Galicia;2006M06;""
Voluntaria;12 Galicia;2006M05;""
Voluntaria;12 Galicia;2006M04;""
Voluntaria;12 Galicia;2006M03;""
Voluntaria;12 Galicia;2006M02;""
Voluntaria;12 Galicia;2006M01;""
Voluntaria;12 Galicia;2005M12;""
Voluntaria;12 Galicia;2005M11;""
Voluntaria;12 Galicia;2005M10;""
Voluntaria;12 Galicia;2005M09;""
Voluntaria;12 Galicia;2005M08;""
Voluntaria;12 Galicia;2005M07;""
Voluntaria;12 Galicia;2005M06;""
Voluntaria;12 Galicia;2005M05;""
Voluntaria;12 Galicia;2005M04;""
Voluntaria;12 Galicia;2005M03;""
Voluntaria;12 Galicia;2005M02;""
Voluntaria;12 Galicia;2005M01;""
Voluntaria;12 Galicia;2004M12;""
Voluntaria;12 Galicia;2004M11;""
Voluntaria;12 Galicia;2004M10;""
Voluntaria;12 Galicia;2004M09;""
Voluntaria;12 Galicia;2004M08;""
Voluntaria;12 Galicia;2004M07;""
Voluntaria;12 Galicia;2004M06;""
Voluntaria;12 Galicia;2004M05;""
Voluntaria;12 Galicia;2004M04;""
Voluntaria;12 Galicia;2004M03;""
Voluntaria;12 Galicia;2004M02;""
Voluntaria;12 Galicia;2004M01;""
Voluntaria;12 Galicia;2003M12;""
Voluntaria;12 Galicia;2003M11;""
Voluntaria;12 Galicia;2003M10;""
Voluntaria;12 Galicia;2003M09;""
Voluntaria;12 Galicia;2003M08;""
Voluntaria;12 Galicia;2003M07;""
Voluntaria;12 Galicia;2003M06;""
Voluntaria;12 Galicia;2003M05;""
Voluntaria;12 Galicia;2003M04;""
Voluntaria;12 Galicia;2003M03;""
Voluntaria;12 Galicia;2003M02;""
Voluntaria;12 Galicia;2003M01;""
Voluntaria;12 Galicia;2002M12;""
Voluntaria;12 Galicia;2002M11;""
Voluntaria;12 Galicia;2002M10;""
Voluntaria;12 Galicia;2002M09;""
Voluntaria;12 Galicia;2002M08;""
Voluntaria;12 Galicia;2002M07;""
Voluntaria;12 Galicia;2002M06;""
Voluntaria;12 Galicia;2002M05;""
Voluntaria;12 Galicia;2002M04;""
Voluntaria;12 Galicia;2002M03;""
Voluntaria;12 Galicia;2002M02;""
Voluntaria;12 Galicia;2002M01;""
Voluntaria;12 Galicia;2001M12;""
Voluntaria;12 Galicia;2001M11;""
Voluntaria;12 Galicia;2001M10;""
Voluntaria;12 Galicia;2001M09;""
Voluntaria;12 Galicia;2001M08;""
Voluntaria;12 Galicia;2001M07;""
Voluntaria;12 Galicia;2001M06;""
Voluntaria;12 Galicia;2001M05;""
Voluntaria;12 Galicia;2001M04;""
Voluntaria;12 Galicia;2001M03;""
Voluntaria;12 Galicia;2001M02;""
Voluntaria;12 Galicia;2001M01;""
Voluntaria;12 Galicia;2000M12;""
Voluntaria;12 Galicia;2000M11;""
Voluntaria;12 Galicia;2000M10;""
Voluntaria;12 Galicia;2000M09;""
Voluntaria;12 Galicia;2000M08;""
Voluntaria;12 Galicia;2000M07;""
Voluntaria;12 Galicia;2000M06;""
Voluntaria;12 Galicia;2000M05;""
Voluntaria;12 Galicia;2000M04;""
Voluntaria;12 Galicia;2000M03;""
Voluntaria;12 Galicia;2000M02;""
Voluntaria;12 Galicia;2000M01;""
Voluntaria;12 Galicia;1999M12;""
Voluntaria;12 Galicia;1999M11;""
Voluntaria;12 Galicia;1999M10;""
Voluntaria;12 Galicia;1999M09;""
Voluntaria;12 Galicia;1999M08;""
Voluntaria;12 Galicia;1999M07;""
Voluntaria;12 Galicia;1999M06;""
Voluntaria;12 Galicia;1999M05;""
Voluntaria;12 Galicia;1999M04;""
Voluntaria;12 Galicia;1999M03;""
Voluntaria;12 Galicia;1999M02;""
Voluntaria;12 Galicia;1999M01;""
Voluntaria;12 Galicia;1998M12;""
Voluntaria;12 Galicia;1998M11;""
Voluntaria;12 Galicia;1998M10;""
Voluntaria;12 Galicia;1998M09;""
