TIME_PERIOD#es,TIME_PERIOD#ca,TIME_PERIOD_CODE,LUGAR_RESIDENCIA#es,LUGAR_RESIDENCIA#ca,LUGAR_RESIDENCIA_CODE,AEROPUERTO_ORIGEN#es,AEROPUERTO_ORIGEN#ca,AEROPUERTO_ORIGEN_CODE,OBS_VALUE,ESTADO_OBSERVACION#es,ESTADO_OBSERVACION#ca,ESTADO_OBSERVACION_CODE,NOTAS_OBSERVACION#es,NOTAS_OBSERVACION#ca,CONFIDENCIALIDAD_OBSERVACION#es,CONFIDENCIALIDAD_OBSERVACION#ca
07/2022,07/2022,2022-M07,Total,Total,_T,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XES53,100.00,Valor normal,Valor normal,A,,,,
07/2022,07/2022,2022-M07,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XIB,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XES53,60.27,Valor normal,Valor normal,A,,,,
07/2022,07/2022,2022-M07,Illes Balears,Illes Balears,IB,Extranjero,Estranger,FOREIGN,2.25,Valor normal,Valor normal,A,,,,
07/2022,07/2022,2022-M07,Mundo (excluida España),Món (exclosa Espanya),5000_XES,Extranjero,Estranger,FOREIGN,97.26,Valor normal,Valor normal,A,,,,
07/2022,07/2022,2022-M07,Total,Total,_T,Extranjero,Estranger,FOREIGN,100.00,Valor normal,Valor normal,A,,,,
07/2022,07/2022,2022-M07,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XIB,Extranjero,Estranger,FOREIGN,0.49,Valor normal,Valor normal,A,,,,
07/2022,07/2022,2022-M07,Illes Balears,Illes Balears,IB,Extranjeros y España (excluida Illes Balears),Estrangers i Espanya (exclosa Illes Balears),_T_XES53,6.77,Valor normal,Valor normal,A,,,,
07/2022,07/2022,2022-M07,Mundo (excluida España),Món (exclosa Espanya),5000_XES,Extranjeros y España (excluida Illes Balears),Estrangers i Espanya (exclosa Illes Balears),_T_XES53,77.97,Valor normal,Valor normal,A,,,,
07/2022,07/2022,2022-M07,Total,Total,_T,Extranjeros y España (excluida Illes Balears),Estrangers i Espanya (exclosa Illes Balears),_T_XES53,100.00,Valor normal,Valor normal,A,,,,
07/2022,07/2022,2022-M07,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XIB,Extranjeros y España (excluida Illes Balears),Estrangers i Espanya (exclosa Illes Balears),_T_XES53,15.26,Valor normal,Valor normal,A,,,,
06/2022,06/2022,2022-M06,Illes Balears,Illes Balears,IB,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XES53,27.40,Valor normal,Valor normal,A,,,,
06/2022,06/2022,2022-M06,Mundo (excluida España),Món (exclosa Espanya),5000_XES,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XES53,14.94,Valor normal,Valor normal,A,,,,
06/2022,06/2022,2022-M06,Total,Total,_T,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XES53,100.00,Valor normal,Valor normal,A,,,,
06/2022,06/2022,2022-M06,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XIB,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XES53,57.65,Valor normal,Valor normal,A,,,,
06/2022,06/2022,2022-M06,Illes Balears,Illes Balears,IB,Extranjero,Estranger,FOREIGN,2.36,Valor normal,Valor normal,A,,,,
06/2022,06/2022,2022-M06,Mundo (excluida España),Món (exclosa Espanya),5000_XES,Extranjero,Estranger,FOREIGN,97.13,Valor normal,Valor normal,A,,,,
06/2022,06/2022,2022-M06,Total,Total,_T,Extranjero,Estranger,FOREIGN,100.00,Valor normal,Valor normal,A,,,,
06/2022,06/2022,2022-M06,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XIB,Extranjero,Estranger,FOREIGN,0.51,Valor normal,Valor normal,A,,,,
06/2022,06/2022,2022-M06,Illes Balears,Illes Balears,IB,Extranjeros y España (excluida Illes Balears),Estrangers i Espanya (exclosa Illes Balears),_T_XES53,8.47,Valor normal,Valor normal,A,,,,
06/2022,06/2022,2022-M06,Mundo (excluida España),Món (exclosa Espanya),5000_XES,Extranjeros y España (excluida Illes Balears),Estrangers i Espanya (exclosa Illes Balears),_T_XES53,77.08,Valor normal,Valor normal,A,,,,
06/2022,06/2022,2022-M06,Total,Total,_T,Extranjeros y España (excluida Illes Balears),Estrangers i Espanya (exclosa Illes Balears),_T_XES53,100.00,Valor normal,Valor normal,A,,,,
06/2022,06/2022,2022-M06,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XIB,Extranjeros y España (excluida Illes Balears),Estrangers i Espanya (exclosa Illes Balears),_T_XES53,14.45,Valor normal,Valor normal,A,,,,
05/2022,05/2022,2022-M05,Illes Balears,Illes Balears,IB,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XES53,32.11,Valor normal,Valor normal,A,,,,
05/2022,05/2022,2022-M05,Mundo (excluida España),Món (exclosa Espanya),5000_XES,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XES53,16.54,Valor normal,Valor normal,A,,,,
05/2022,05/2022,2022-M05,Total,Total,_T,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XES53,100.00,Valor normal,Valor normal,A,,,,
05/2022,05/2022,2022-M05,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XIB,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XES53,51.35,Valor normal,Valor normal,A,,,,
05/2022,05/2022,2022-M05,Illes Balears,Illes Balears,IB,Extranjero,Estranger,FOREIGN,2.20,Valor normal,Valor normal,A,,,,
05/2022,05/2022,2022-M05,Mundo (excluida España),Món (exclosa Espanya),5000_XES,Extranjero,Estranger,FOREIGN,97.46,Valor normal,Valor normal,A,,,,
05/2022,05/2022,2022-M05,Total,Total,_T,Extranjero,Estranger,FOREIGN,100.00,Valor normal,Valor normal,A,,,,
05/2022,05/2022,2022-M05,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XIB,Extranjero,Estranger,FOREIGN,0.35,Valor normal,Valor normal,A,,,,
05/2022,05/2022,2022-M05,Illes Balears,Illes Balears,IB,Extranjeros y España (excluida Illes Balears),Estrangers i Espanya (exclosa Illes Balears),_T_XES53,9.21,Valor normal,Valor normal,A,,,,
05/2022,05/2022,2022-M05,Mundo (excluida España),Món (exclosa Espanya),5000_XES,Extranjeros y España (excluida Illes Balears),Estrangers i Espanya (exclosa Illes Balears),_T_XES53,78.48,Valor normal,Valor normal,A,,,,
05/2022,05/2022,2022-M05,Total,Total,_T,Extranjeros y España (excluida Illes Balears),Estrangers i Espanya (exclosa Illes Balears),_T_XES53,100.00,Valor normal,Valor normal,A,,,,
05/2022,05/2022,2022-M05,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XIB,Extranjeros y España (excluida Illes Balears),Estrangers i Espanya (exclosa Illes Balears),_T_XES53,12.31,Valor normal,Valor normal,A,,,,
04/2022,04/2022,2022-M04,Illes Balears,Illes Balears,IB,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XES53,42.52,Valor normal,Valor normal,A,,,,
04/2022,04/2022,2022-M04,Mundo (excluida España),Món (exclosa Espanya),5000_XES,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XES53,11.63,Valor normal,Valor normal,A,,,,
04/2022,04/2022,2022-M04,Total,Total,_T,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XES53,100.00,Valor normal,Valor normal,A,,,,
04/2022,04/2022,2022-M04,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XIB,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XES53,45.85,Valor normal,Valor normal,A,,,,
04/2022,04/2022,2022-M04,Illes Balears,Illes Balears,IB,Extranjero,Estranger,FOREIGN,4.74,Valor normal,Valor normal,A,,,,
04/2022,04/2022,2022-M04,Mundo (excluida España),Món (exclosa Espanya),5000_XES,Extranjero,Estranger,FOREIGN,94.71,Valor normal,Valor normal,A,,,,
04/2022,04/2022,2022-M04,Total,Total,_T,Extranjero,Estranger,FOREIGN,100.00,Valor normal,Valor normal,A,,,,
04/2022,04/2022,2022-M04,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XIB,Extranjero,Estranger,FOREIGN,0.55,Valor normal,Valor normal,A,,,,
04/2022,04/2022,2022-M04,Illes Balears,Illes Balears,IB,Extranjeros y España (excluida Illes Balears),Estrangers i Espanya (exclosa Illes Balears),_T_XES53,15.88,Valor normal,Valor normal,A,,,,
04/2022,04/2022,2022-M04,Mundo (excluida España),Món (exclosa Espanya),5000_XES,Extranjeros y España (excluida Illes Balears),Estrangers i Espanya (exclosa Illes Balears),_T_XES53,70.22,Valor normal,Valor normal,A,,,,
04/2022,04/2022,2022-M04,Total,Total,_T,Extranjeros y España (excluida Illes Balears),Estrangers i Espanya (exclosa Illes Balears),_T_XES53,100.00,Valor normal,Valor normal,A,,,,
04/2022,04/2022,2022-M04,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XIB,Extranjeros y España (excluida Illes Balears),Estrangers i Espanya (exclosa Illes Balears),_T_XES53,13.90,Valor normal,Valor normal,A,,,,
03/2022,03/2022,2022-M03,Illes Balears,Illes Balears,IB,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XES53,54.89,Valor normal,Valor normal,A,,,,
03/2022,03/2022,2022-M03,Mundo (excluida España),Món (exclosa Espanya),5000_XES,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XES53,12.75,Valor normal,Valor normal,A,,,,
03/2022,03/2022,2022-M03,Total,Total,_T,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XES53,100.00,Valor normal,Valor normal,A,,,,
03/2022,03/2022,2022-M03,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XIB,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XES53,32.36,Valor normal,Valor normal,A,,,,
03/2022,03/2022,2022-M03,Illes Balears,Illes Balears,IB,Extranjero,Estranger,FOREIGN,9.50,Valor normal,Valor normal,A,,,,
03/2022,03/2022,2022-M03,Mundo (excluida España),Món (exclosa Espanya),5000_XES,Extranjero,Estranger,FOREIGN,90.05,Valor normal,Valor normal,A,,,,
03/2022,03/2022,2022-M03,Total,Total,_T,Extranjero,Estranger,FOREIGN,100.00,Valor normal,Valor normal,A,,,,
03/2022,03/2022,2022-M03,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XIB,Extranjero,Estranger,FOREIGN,0.45,Valor normal,Valor normal,A,,,,
03/2022,03/2022,2022-M03,Illes Balears,Illes Balears,IB,Extranjeros y España (excluida Illes Balears),Estrangers i Espanya (exclosa Illes Balears),_T_XES53,33.36,Valor normal,Valor normal,A,,,,
03/2022,03/2022,2022-M03,Mundo (excluida España),Món (exclosa Espanya),5000_XES,Extranjeros y España (excluida Illes Balears),Estrangers i Espanya (exclosa Illes Balears),_T_XES53,49.42,Valor normal,Valor normal,A,,,,
03/2022,03/2022,2022-M03,Total,Total,_T,Extranjeros y España (excluida Illes Balears),Estrangers i Espanya (exclosa Illes Balears),_T_XES53,100.00,Valor normal,Valor normal,A,,,,
03/2022,03/2022,2022-M03,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XIB,Extranjeros y España (excluida Illes Balears),Estrangers i Espanya (exclosa Illes Balears),_T_XES53,17.22,Valor normal,Valor normal,A,,,,
02/2022,02/2022,2022-M02,Illes Balears,Illes Balears,IB,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XES53,59.20,Valor normal,Valor normal,A,,,,
02/2022,02/2022,2022-M02,Mundo (excluida España),Món (exclosa Espanya),5000_XES,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XES53,9.02,Valor normal,Valor normal,A,,,,
02/2022,02/2022,2022-M02,Total,Total,_T,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XES53,100.00,Valor normal,Valor normal,A,,,,
02/2022,02/2022,2022-M02,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XIB,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XES53,31.78,Valor normal,Valor normal,A,,,,
02/2022,02/2022,2022-M02,Illes Balears,Illes Balears,IB,Extranjero,Estranger,FOREIGN,14.30,Valor normal,Valor normal,A,,,,
02/2022,02/2022,2022-M02,Mundo (excluida España),Món (exclosa Espanya),5000_XES,Extranjero,Estranger,FOREIGN,85.52,Valor normal,Valor normal,A,,,,
02/2022,02/2022,2022-M02,Total,Total,_T,Extranjero,Estranger,FOREIGN,100.00,Valor normal,Valor normal,A,,,,
02/2022,02/2022,2022-M02,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XIB,Extranjero,Estranger,FOREIGN,,Baja fiabilidad,Baixa fiabilitat,U,,,,
02/2022,02/2022,2022-M02,Illes Balears,Illes Balears,IB,Extranjeros y España (excluida Illes Balears),Estrangers i Espanya (exclosa Illes Balears),_T_XES53,41.72,Valor normal,Valor normal,A,,,,
02/2022,02/2022,2022-M02,Mundo (excluida España),Món (exclosa Espanya),5000_XES,Extranjeros y España (excluida Illes Balears),Estrangers i Espanya (exclosa Illes Balears),_T_XES53,38.80,Valor normal,Valor normal,A,,,,
02/2022,02/2022,2022-M02,Total,Total,_T,Extranjeros y España (excluida Illes Balears),Estrangers i Espanya (exclosa Illes Balears),_T_XES53,100.00,Valor normal,Valor normal,A,,,,
02/2022,02/2022,2022-M02,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XIB,Extranjeros y España (excluida Illes Balears),Estrangers i Espanya (exclosa Illes Balears),_T_XES53,19.48,Valor normal,Valor normal,A,,,,
01/2022,01/2022,2022-M01,Illes Balears,Illes Balears,IB,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XES53,59.67,Valor normal,Valor normal,A,,,,
01/2022,01/2022,2022-M01,Mundo (excluida España),Món (exclosa Espanya),5000_XES,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XES53,10.09,Valor normal,Valor normal,A,,,,
01/2022,01/2022,2022-M01,Total,Total,_T,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XES53,100.00,Valor normal,Valor normal,A,,,,
01/2022,01/2022,2022-M01,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XIB,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XES53,30.24,Valor normal,Valor normal,A,,,,
01/2022,01/2022,2022-M01,Illes Balears,Illes Balears,IB,Extranjero,Estranger,FOREIGN,13.32,Valor normal,Valor normal,A,,,,
01/2022,01/2022,2022-M01,Mundo (excluida España),Món (exclosa Espanya),5000_XES,Extranjero,Estranger,FOREIGN,86.24,Valor normal,Valor normal,A,,,,
01/2022,01/2022,2022-M01,Total,Total,_T,Extranjero,Estranger,FOREIGN,100.00,Valor normal,Valor normal,A,,,,
01/2022,01/2022,2022-M01,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XIB,Extranjero,Estranger,FOREIGN,,Baja fiabilidad,Baixa fiabilitat,U,,,,
01/2022,01/2022,2022-M01,Illes Balears,Illes Balears,IB,Extranjeros y España (excluida Illes Balears),Estrangers i Espanya (exclosa Illes Balears),_T_XES53,47.59,Valor normal,Valor normal,A,,,,
01/2022,01/2022,2022-M01,Mundo (excluida España),Món (exclosa Espanya),5000_XES,Extranjeros y España (excluida Illes Balears),Estrangers i Espanya (exclosa Illes Balears),_T_XES53,29.94,Valor normal,Valor normal,A,,,,
01/2022,01/2022,2022-M01,Total,Total,_T,Extranjeros y España (excluida Illes Balears),Estrangers i Espanya (exclosa Illes Balears),_T_XES53,100.00,Valor normal,Valor normal,A,,,,
01/2022,01/2022,2022-M01,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XIB,Extranjeros y España (excluida Illes Balears),Estrangers i Espanya (exclosa Illes Balears),_T_XES53,22.48,Valor normal,Valor normal,A,,,,
2021,2021,2021,Illes Balears,Illes Balears,IB,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XES53,35.26,Valor normal,Valor normal,A,,,,
2021,2021,2021,Mundo (excluida España),Món (exclosa Espanya),5000_XES,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XES53,11.97,Valor normal,Valor normal,A,,,,
2021,2021,2021,Total,Total,_T,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XES53,100.00,Valor normal,Valor normal,A,,,,
2021,2021,2021,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XIB,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XES53,52.78,Valor normal,Valor normal,A,,,,
2021,2021,2021,Illes Balears,Illes Balears,IB,Extranjero,Estranger,FOREIGN,3.16,Valor normal,Valor normal,A,,,,
2021,2021,2021,Mundo (excluida España),Món (exclosa Espanya),5000_XES,Extranjero,Estranger,FOREIGN,96.57,Valor normal,Valor normal,A,,,,
2021,2021,2021,Total,Total,_T,Extranjero,Estranger,FOREIGN,100.00,Valor normal,Valor normal,A,,,,
2021,2021,2021,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XIB,Extranjero,Estranger,FOREIGN,0.27,Valor normal,Valor normal,A,,,,
2021,2021,2021,Illes Balears,Illes Balears,IB,Extranjeros y España (excluida Illes Balears),Estrangers i Espanya (exclosa Illes Balears),_T_XES53,15.01,Valor normal,Valor normal,A,,,,
2021,2021,2021,Mundo (excluida España),Món (exclosa Espanya),5000_XES,Extranjeros y España (excluida Illes Balears),Estrangers i Espanya (exclosa Illes Balears),_T_XES53,65.33,Valor normal,Valor normal,A,,,,
2021,2021,2021,Total,Total,_T,Extranjeros y España (excluida Illes Balears),Estrangers i Espanya (exclosa Illes Balears),_T_XES53,100.00,Valor normal,Valor normal,A,,,,
2021,2021,2021,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XIB,Extranjeros y España (excluida Illes Balears),Estrangers i Espanya (exclosa Illes Balears),_T_XES53,19.66,Valor normal,Valor normal,A,,,,
12/2021,12/2021,2021-M12,Illes Balears,Illes Balears,IB,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XES53,68.68,Valor normal,Valor normal,A,,,,
12/2021,12/2021,2021-M12,Mundo (excluida España),Món (exclosa Espanya),5000_XES,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XES53,7.68,Valor normal,Valor normal,A,,,,
12/2021,12/2021,2021-M12,Total,Total,_T,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XES53,100.00,Valor normal,Valor normal,A,,,,
12/2021,12/2021,2021-M12,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XIB,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XES53,23.64,Valor normal,Valor normal,A,,,,
12/2021,12/2021,2021-M12,Illes Balears,Illes Balears,IB,Extranjero,Estranger,FOREIGN,27.56,Valor normal,Valor normal,A,,,,
12/2021,12/2021,2021-M12,Mundo (excluida España),Món (exclosa Espanya),5000_XES,Extranjero,Estranger,FOREIGN,71.73,Valor normal,Valor normal,A,,,,
12/2021,12/2021,2021-M12,Total,Total,_T,Extranjero,Estranger,FOREIGN,100.00,Valor normal,Valor normal,A,,,,
12/2021,12/2021,2021-M12,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XIB,Extranjero,Estranger,FOREIGN,,Baja fiabilidad,Baixa fiabilitat,U,,,,
12/2021,12/2021,2021-M12,Illes Balears,Illes Balears,IB,Extranjeros y España (excluida Illes Balears),Estrangers i Espanya (exclosa Illes Balears),_T_XES53,55.51,Valor normal,Valor normal,A,,,,
12/2021,12/2021,2021-M12,Mundo (excluida España),Món (exclosa Espanya),5000_XES,Extranjeros y España (excluida Illes Balears),Estrangers i Espanya (exclosa Illes Balears),_T_XES53,28.20,Valor normal,Valor normal,A,,,,
12/2021,12/2021,2021-M12,Total,Total,_T,Extranjeros y España (excluida Illes Balears),Estrangers i Espanya (exclosa Illes Balears),_T_XES53,100.00,Valor normal,Valor normal,A,,,,
12/2021,12/2021,2021-M12,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XIB,Extranjeros y España (excluida Illes Balears),Estrangers i Espanya (exclosa Illes Balears),_T_XES53,16.29,Valor normal,Valor normal,A,,,,
11/2021,11/2021,2021-M11,Illes Balears,Illes Balears,IB,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XES53,60.05,Valor normal,Valor normal,A,,,,
11/2021,11/2021,2021-M11,Mundo (excluida España),Món (exclosa Espanya),5000_XES,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XES53,12.03,Valor normal,Valor normal,A,,,,
11/2021,11/2021,2021-M11,Total,Total,_T,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XES53,100.00,Valor normal,Valor normal,A,,,,
11/2021,11/2021,2021-M11,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XIB,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XES53,27.92,Valor normal,Valor normal,A,,,,
11/2021,11/2021,2021-M11,Illes Balears,Illes Balears,IB,Extranjero,Estranger,FOREIGN,10.30,Valor normal,Valor normal,A,,,,
11/2021,11/2021,2021-M11,Mundo (excluida España),Món (exclosa Espanya),5000_XES,Extranjero,Estranger,FOREIGN,89.09,Valor normal,Valor normal,A,,,,
11/2021,11/2021,2021-M11,Total,Total,_T,Extranjero,Estranger,FOREIGN,100.00,Valor normal,Valor normal,A,,,,
11/2021,11/2021,2021-M11,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XIB,Extranjero,Estranger,FOREIGN,,Baja fiabilidad,Baixa fiabilitat,U,,,,
