MEDIDAS#es,MEDIDAS#ca,MEDIDAS_CODE,TIME_PERIOD#es,TIME_PERIOD#ca,TIME_PERIOD_CODE,LUGAR_RESIDENCIA#es,LUGAR_RESIDENCIA#ca,LUGAR_RESIDENCIA_CODE,MOTIVO_PRINCIPAL_VIAJE_TURISTICO#es,MOTIVO_PRINCIPAL_VIAJE_TURISTICO#ca,MOTIVO_PRINCIPAL_VIAJE_TURISTICO_CODE,OBS_VALUE,CONFIDENCIALIDAD_OBSERVACION#es,CONFIDENCIALIDAD_OBSERVACION#ca,NOTAS_OBSERVACION#es,NOTAS_OBSERVACION#ca,ESTADO_OBSERVACION#es,ESTADO_OBSERVACION#ca,ESTADO_OBSERVACION_CODE
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,03/2023,03/2023,2023-M03,Mundo (excluida España),Món (exclosa Espanya),5000_XES,Total,Total,_T,17.54,,,,,Valor normal,Valor normal,A
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,03/2023,03/2023,2023-M03,Mundo (excluida España),Món (exclosa Espanya),5000_XES,"Todos los motivos personales, excepto vacaciones, recreo y ocio","Tots els motius personals, excepte vacances, esbarjo i oci",PERSONAL_S3,28.40,,,,,Valor normal,Valor normal,A
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,03/2023,03/2023,2023-M03,Mundo (excluida España),Món (exclosa Espanya),5000_XES,Negocios y motivos profesionales,Negocis i motius professionals,PROFESIONAL,18.53,,,,,Valor normal,Valor normal,A
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,03/2023,03/2023,2023-M03,Mundo (excluida España),Món (exclosa Espanya),5000_XES,"Vacaciones, recreo y ocio","Vacances, esbarjo i oci",VACACIONES,16.28,,,,,Valor normal,Valor normal,A
Turistas,Turistes,TURISTAS,03/2023,03/2023,2023-M03,Alemania,Alemanya,DE,Total,Total,_T,197351,,,,,Valor normal,Valor normal,A
Turistas,Turistes,TURISTAS,03/2023,03/2023,2023-M03,Alemania,Alemanya,DE,"Todos los motivos personales, excepto vacaciones, recreo y ocio","Tots els motius personals, excepte vacances, esbarjo i oci",PERSONAL_S3,14144,,,,,Valor normal,Valor normal,A
Turistas,Turistes,TURISTAS,03/2023,03/2023,2023-M03,Alemania,Alemanya,DE,Negocios y motivos profesionales,Negocis i motius professionals,PROFESIONAL,8349,,,,,Valor normal,Valor normal,A
Turistas,Turistes,TURISTAS,03/2023,03/2023,2023-M03,Alemania,Alemanya,DE,"Vacaciones, recreo y ocio","Vacances, esbarjo i oci",VACACIONES,174859,,,,,Valor normal,Valor normal,A
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,03/2023,03/2023,2023-M03,Alemania,Alemanya,DE,Total,Total,_T,14.66,,,,,Valor normal,Valor normal,A
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,03/2023,03/2023,2023-M03,Alemania,Alemanya,DE,"Todos los motivos personales, excepto vacaciones, recreo y ocio","Tots els motius personals, excepte vacances, esbarjo i oci",PERSONAL_S3,18.65,,,,,Valor normal,Valor normal,A
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,03/2023,03/2023,2023-M03,Alemania,Alemanya,DE,Negocios y motivos profesionales,Negocis i motius professionals,PROFESIONAL,11.88,,,,,Valor normal,Valor normal,A
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,03/2023,03/2023,2023-M03,Alemania,Alemanya,DE,"Vacaciones, recreo y ocio","Vacances, esbarjo i oci",VACACIONES,14.49,,,,,Valor normal,Valor normal,A
Turistas,Turistes,TURISTAS,03/2023,03/2023,2023-M03,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XIB,Total,Total,_T,184655,,,,,Valor normal,Valor normal,A
Turistas,Turistes,TURISTAS,03/2023,03/2023,2023-M03,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XIB,"Todos los motivos personales, excepto vacaciones, recreo y ocio","Tots els motius personals, excepte vacances, esbarjo i oci",PERSONAL_S3,58568,,,,,Valor normal,Valor normal,A
Turistas,Turistes,TURISTAS,03/2023,03/2023,2023-M03,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XIB,Negocios y motivos profesionales,Negocis i motius professionals,PROFESIONAL,25140,,,,,Valor normal,Valor normal,A
Turistas,Turistes,TURISTAS,03/2023,03/2023,2023-M03,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XIB,"Vacaciones, recreo y ocio","Vacances, esbarjo i oci",VACACIONES,100946,,,,,Valor normal,Valor normal,A
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,03/2023,03/2023,2023-M03,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XIB,Total,Total,_T,51.95,,,,,Valor normal,Valor normal,A
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,03/2023,03/2023,2023-M03,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XIB,"Todos los motivos personales, excepto vacaciones, recreo y ocio","Tots els motius personals, excepte vacances, esbarjo i oci",PERSONAL_S3,39.93,,,,,Valor normal,Valor normal,A
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,03/2023,03/2023,2023-M03,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XIB,Negocios y motivos profesionales,Negocis i motius professionals,PROFESIONAL,7.13,,,,,Valor normal,Valor normal,A
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,03/2023,03/2023,2023-M03,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XIB,"Vacaciones, recreo y ocio","Vacances, esbarjo i oci",VACACIONES,79.61,,,,,Valor normal,Valor normal,A
Turistas,Turistes,TURISTAS,03/2023,03/2023,2023-M03,Otros países o territorios del Mundo (excluida España),Altres països o territoris del Món (exclosa Espanya),5000_XES_O,Total,Total,_T,115389,,,,,Valor normal,Valor normal,A
Turistas,Turistes,TURISTAS,03/2023,03/2023,2023-M03,Otros países o territorios del Mundo (excluida España),Altres països o territoris del Món (exclosa Espanya),5000_XES_O,"Todos los motivos personales, excepto vacaciones, recreo y ocio","Tots els motius personals, excepte vacances, esbarjo i oci",PERSONAL_S3,17483,,,,,Valor normal,Valor normal,A
Turistas,Turistes,TURISTAS,03/2023,03/2023,2023-M03,Otros países o territorios del Mundo (excluida España),Altres països o territoris del Món (exclosa Espanya),5000_XES_O,Negocios y motivos profesionales,Negocis i motius professionals,PROFESIONAL,12988,,,,,Valor normal,Valor normal,A
Turistas,Turistes,TURISTAS,03/2023,03/2023,2023-M03,Otros países o territorios del Mundo (excluida España),Altres països o territoris del Món (exclosa Espanya),5000_XES_O,"Vacaciones, recreo y ocio","Vacances, esbarjo i oci",VACACIONES,84918,,,,,Valor normal,Valor normal,A
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,03/2023,03/2023,2023-M03,Otros países o territorios del Mundo (excluida España),Altres països o territoris del Món (exclosa Espanya),5000_XES_O,Total,Total,_T,22.22,,,,,Valor normal,Valor normal,A
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,03/2023,03/2023,2023-M03,Otros países o territorios del Mundo (excluida España),Altres països o territoris del Món (exclosa Espanya),5000_XES_O,"Todos los motivos personales, excepto vacaciones, recreo y ocio","Tots els motius personals, excepte vacances, esbarjo i oci",PERSONAL_S3,49.62,,,,,Valor normal,Valor normal,A
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,03/2023,03/2023,2023-M03,Otros países o territorios del Mundo (excluida España),Altres països o territoris del Món (exclosa Espanya),5000_XES_O,Negocios y motivos profesionales,Negocis i motius professionals,PROFESIONAL,30.64,,,,,Valor normal,Valor normal,A
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,03/2023,03/2023,2023-M03,Otros países o territorios del Mundo (excluida España),Altres països o territoris del Món (exclosa Espanya),5000_XES_O,"Vacaciones, recreo y ocio","Vacances, esbarjo i oci",VACACIONES,16.67,,,,,Valor normal,Valor normal,A
Turistas,Turistes,TURISTAS,03/2023,03/2023,2023-M03,Reino Unido,Regne Unit,GB,Total,Total,_T,48075,,,,,Valor normal,Valor normal,A
Turistas,Turistes,TURISTAS,03/2023,03/2023,2023-M03,Reino Unido,Regne Unit,GB,"Todos los motivos personales, excepto vacaciones, recreo y ocio","Tots els motius personals, excepte vacances, esbarjo i oci",PERSONAL_S3,4712,,,,,Valor normal,Valor normal,A
Turistas,Turistes,TURISTAS,03/2023,03/2023,2023-M03,Reino Unido,Regne Unit,GB,Negocios y motivos profesionales,Negocis i motius professionals,PROFESIONAL,,,,,,Baja fiabilidad,Baixa fiabilitat,U
Turistas,Turistes,TURISTAS,03/2023,03/2023,2023-M03,Reino Unido,Regne Unit,GB,"Vacaciones, recreo y ocio","Vacances, esbarjo i oci",VACACIONES,41866,,,,,Valor normal,Valor normal,A
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,03/2023,03/2023,2023-M03,Reino Unido,Regne Unit,GB,Total,Total,_T,18.83,,,,,Valor normal,Valor normal,A
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,03/2023,03/2023,2023-M03,Reino Unido,Regne Unit,GB,"Todos los motivos personales, excepto vacaciones, recreo y ocio","Tots els motius personals, excepte vacances, esbarjo i oci",PERSONAL_S3,0.33,,,,,Valor normal,Valor normal,A
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,03/2023,03/2023,2023-M03,Reino Unido,Regne Unit,GB,Negocios y motivos profesionales,Negocis i motius professionals,PROFESIONAL,,,,,,Valor no disponible,Valor no disponible,O
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,03/2023,03/2023,2023-M03,Reino Unido,Regne Unit,GB,"Vacaciones, recreo y ocio","Vacances, esbarjo i oci",VACACIONES,23.50,,,,,Valor normal,Valor normal,A
Turistas,Turistes,TURISTAS,02/2023,02/2023,2023-M02,Mundo (excluida Illes Balears),Món (exclosa Illes Balears),5000_XIB,Total,Total,_T,291603,,,,,Valor normal,Valor normal,A
Turistas,Turistes,TURISTAS,02/2023,02/2023,2023-M02,Mundo (excluida Illes Balears),Món (exclosa Illes Balears),5000_XIB,"Todos los motivos personales, excepto vacaciones, recreo y ocio","Tots els motius personals, excepte vacances, esbarjo i oci",PERSONAL_S3,69130,,,,,Valor normal,Valor normal,A
Turistas,Turistes,TURISTAS,02/2023,02/2023,2023-M02,Mundo (excluida Illes Balears),Món (exclosa Illes Balears),5000_XIB,Negocios y motivos profesionales,Negocis i motius professionals,PROFESIONAL,35442,,,,,Valor normal,Valor normal,A
Turistas,Turistes,TURISTAS,02/2023,02/2023,2023-M02,Mundo (excluida Illes Balears),Món (exclosa Illes Balears),5000_XIB,"Vacaciones, recreo y ocio","Vacances, esbarjo i oci",VACACIONES,187031,,,,,Valor normal,Valor normal,A
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,02/2023,02/2023,2023-M02,Mundo (excluida Illes Balears),Món (exclosa Illes Balears),5000_XIB,Total,Total,_T,25.06,,,,,Valor normal,Valor normal,A
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,02/2023,02/2023,2023-M02,Mundo (excluida Illes Balears),Món (exclosa Illes Balears),5000_XIB,"Todos los motivos personales, excepto vacaciones, recreo y ocio","Tots els motius personals, excepte vacances, esbarjo i oci",PERSONAL_S3,45.61,,,,,Valor normal,Valor normal,A
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,02/2023,02/2023,2023-M02,Mundo (excluida Illes Balears),Món (exclosa Illes Balears),5000_XIB,Negocios y motivos profesionales,Negocis i motius professionals,PROFESIONAL,29.02,,,,,Valor normal,Valor normal,A
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,02/2023,02/2023,2023-M02,Mundo (excluida Illes Balears),Món (exclosa Illes Balears),5000_XIB,"Vacaciones, recreo y ocio","Vacances, esbarjo i oci",VACACIONES,18.21,,,,,Valor normal,Valor normal,A
Turistas,Turistes,TURISTAS,02/2023,02/2023,2023-M02,Mundo (excluida España),Món (exclosa Espanya),5000_XES,Total,Total,_T,181701,,,,,Valor normal,Valor normal,A
Turistas,Turistes,TURISTAS,02/2023,02/2023,2023-M02,Mundo (excluida España),Món (exclosa Espanya),5000_XES,"Todos los motivos personales, excepto vacaciones, recreo y ocio","Tots els motius personals, excepte vacances, esbarjo i oci",PERSONAL_S3,24338,,,,,Valor normal,Valor normal,A
Turistas,Turistes,TURISTAS,02/2023,02/2023,2023-M02,Mundo (excluida España),Món (exclosa Espanya),5000_XES,Negocios y motivos profesionales,Negocis i motius professionals,PROFESIONAL,22085,,,,,Valor normal,Valor normal,A
Turistas,Turistes,TURISTAS,02/2023,02/2023,2023-M02,Mundo (excluida España),Món (exclosa Espanya),5000_XES,"Vacaciones, recreo y ocio","Vacances, esbarjo i oci",VACACIONES,135279,,,,,Valor normal,Valor normal,A
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,02/2023,02/2023,2023-M02,Mundo (excluida España),Món (exclosa Espanya),5000_XES,Total,Total,_T,21.42,,,,,Valor normal,Valor normal,A
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,02/2023,02/2023,2023-M02,Mundo (excluida España),Món (exclosa Espanya),5000_XES,"Todos los motivos personales, excepto vacaciones, recreo y ocio","Tots els motius personals, excepte vacances, esbarjo i oci",PERSONAL_S3,42.08,,,,,Valor normal,Valor normal,A
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,02/2023,02/2023,2023-M02,Mundo (excluida España),Món (exclosa Espanya),5000_XES,Negocios y motivos profesionales,Negocis i motius professionals,PROFESIONAL,71.58,,,,,Valor normal,Valor normal,A
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,02/2023,02/2023,2023-M02,Mundo (excluida España),Món (exclosa Espanya),5000_XES,"Vacaciones, recreo y ocio","Vacances, esbarjo i oci",VACACIONES,13.07,,,,,Valor normal,Valor normal,A
Turistas,Turistes,TURISTAS,02/2023,02/2023,2023-M02,Alemania,Alemanya,DE,Total,Total,_T,112012,,,,,Valor normal,Valor normal,A
Turistas,Turistes,TURISTAS,02/2023,02/2023,2023-M02,Alemania,Alemanya,DE,"Todos los motivos personales, excepto vacaciones, recreo y ocio","Tots els motius personals, excepte vacances, esbarjo i oci",PERSONAL_S3,8854,,,,,Valor normal,Valor normal,A
Turistas,Turistes,TURISTAS,02/2023,02/2023,2023-M02,Alemania,Alemanya,DE,Negocios y motivos profesionales,Negocis i motius professionals,PROFESIONAL,15348,,,,,Valor normal,Valor normal,A
Turistas,Turistes,TURISTAS,02/2023,02/2023,2023-M02,Alemania,Alemanya,DE,"Vacaciones, recreo y ocio","Vacances, esbarjo i oci",VACACIONES,87810,,,,,Valor normal,Valor normal,A
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,02/2023,02/2023,2023-M02,Alemania,Alemanya,DE,Total,Total,_T,36.18,,,,,Valor normal,Valor normal,A
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,02/2023,02/2023,2023-M02,Alemania,Alemanya,DE,"Todos los motivos personales, excepto vacaciones, recreo y ocio","Tots els motius personals, excepte vacances, esbarjo i oci",PERSONAL_S3,43.03,,,,,Valor normal,Valor normal,A
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,02/2023,02/2023,2023-M02,Alemania,Alemanya,DE,Negocios y motivos profesionales,Negocis i motius professionals,PROFESIONAL,165.64,,,,,Valor normal,Valor normal,A
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,02/2023,02/2023,2023-M02,Alemania,Alemanya,DE,"Vacaciones, recreo y ocio","Vacances, esbarjo i oci",VACACIONES,24.93,,,,,Valor normal,Valor normal,A
Turistas,Turistes,TURISTAS,02/2023,02/2023,2023-M02,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XIB,Total,Total,_T,109901,,,,,Valor normal,Valor normal,A
Turistas,Turistes,TURISTAS,02/2023,02/2023,2023-M02,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XIB,"Todos los motivos personales, excepto vacaciones, recreo y ocio","Tots els motius personals, excepte vacances, esbarjo i oci",PERSONAL_S3,44792,,,,,Valor normal,Valor normal,A
Turistas,Turistes,TURISTAS,02/2023,02/2023,2023-M02,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XIB,Negocios y motivos profesionales,Negocis i motius professionals,PROFESIONAL,13357,,,,,Valor normal,Valor normal,A
Turistas,Turistes,TURISTAS,02/2023,02/2023,2023-M02,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XIB,"Vacaciones, recreo y ocio","Vacances, esbarjo i oci",VACACIONES,51752,,,,,Valor normal,Valor normal,A
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,02/2023,02/2023,2023-M02,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XIB,Total,Total,_T,31.58,,,,,Valor normal,Valor normal,A
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,02/2023,02/2023,2023-M02,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XIB,"Todos los motivos personales, excepto vacaciones, recreo y ocio","Tots els motius personals, excepte vacances, esbarjo i oci",PERSONAL_S3,47.61,,,,,Valor normal,Valor normal,A
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,02/2023,02/2023,2023-M02,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XIB,Negocios y motivos profesionales,Negocis i motius professionals,PROFESIONAL,-8.51,,,,,Valor normal,Valor normal,A
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,02/2023,02/2023,2023-M02,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XIB,"Vacaciones, recreo y ocio","Vacances, esbarjo i oci",VACACIONES,34.15,,,,,Valor normal,Valor normal,A
Turistas,Turistes,TURISTAS,02/2023,02/2023,2023-M02,Otros países o territorios del Mundo (excluida España),Altres països o territoris del Món (exclosa Espanya),5000_XES_O,Total,Total,_T,52079,,,,,Valor normal,Valor normal,A
Turistas,Turistes,TURISTAS,02/2023,02/2023,2023-M02,Otros países o territorios del Mundo (excluida España),Altres països o territoris del Món (exclosa Espanya),5000_XES_O,"Todos los motivos personales, excepto vacaciones, recreo y ocio","Tots els motius personals, excepte vacances, esbarjo i oci",PERSONAL_S3,12469,,,,,Valor normal,Valor normal,A
Turistas,Turistes,TURISTAS,02/2023,02/2023,2023-M02,Otros países o territorios del Mundo (excluida España),Altres països o territoris del Món (exclosa Espanya),5000_XES_O,Negocios y motivos profesionales,Negocis i motius professionals,PROFESIONAL,4718,,,,,Valor normal,Valor normal,A
Turistas,Turistes,TURISTAS,02/2023,02/2023,2023-M02,Otros países o territorios del Mundo (excluida España),Altres països o territoris del Món (exclosa Espanya),5000_XES_O,"Vacaciones, recreo y ocio","Vacances, esbarjo i oci",VACACIONES,34892,,,,,Valor normal,Valor normal,A
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,02/2023,02/2023,2023-M02,Otros países o territorios del Mundo (excluida España),Altres països o territoris del Món (exclosa Espanya),5000_XES_O,Total,Total,_T,1.94,,,,,Valor normal,Valor normal,A
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,02/2023,02/2023,2023-M02,Otros países o territorios del Mundo (excluida España),Altres països o territoris del Món (exclosa Espanya),5000_XES_O,"Todos los motivos personales, excepto vacaciones, recreo y ocio","Tots els motius personals, excepte vacances, esbarjo i oci",PERSONAL_S3,49.80,,,,,Valor normal,Valor normal,A
